30IQTZXKAL4NIOMCQZ3DN0X1GNQ0X4 W175 skip
3LO69W1SU4BPTYG8QIPSXYPUGV4GL0 W402 |There are two kills and the broadcaster discusses the music playlist with someone in chat.|
3DIP6YHAPDQWUD0YQYQ0SQICKM48EI W11 |Radiant is pushing Dire's bottom barracks. Riki is caught in invis by Gyrocopter and quickly burst down. Radiant take bottom barracks. Viper tp back to try and defend his barracks, Disruptor ult is placed on his tp. He activates his 10 second bkb when he finishes his tp. Earthshaker and Lion blink in to support Viper. ES usese his ult. Gyrocopter is burst and buys back. Ursa blinks as Skyrath is fleeing. Skyrath baits Ursa's blink and avoids him but then chases as Ursa retreats. Viper comes to help and they both kill Sky and ES. |
3TAYZSBPLM6MIH3RBC147G9OZF9S2S W106 |A teamfight where Radiant is pushing into Dire's base is interrupted by a TP-in Echo Slam, but Radiant still come out victorious. Singsing makes funny noises as his Skywrath is pressured by the surviving Ursa and Viper.|
3A4NIXBJ77XPL8CU1LNNA39RDTCMLZ W29 |Gorgc kills Mante and becomes dominating. The streamer gets surprised that there is a "BKB" at 48 minutes.|
3SITXWYCNW7O2BPMOF027HTK8AQXBT W271 |They destroyed bot lane barracks, gyro kills riki then enemy viper kills gyro and skywrath mage.|
36TFCYNS458YTOS8O7AYTSWI3O3XHJ W406 skip
3EFE17QCRD3QX769UX4BUKFQO96HS0 W166 |The highlight near the red dot was a huge battle with lots of kills. Players were overwhelmed and forced to retreat. This broadcast is great very funny and the commentary keeps the viewer interested.|
3XIQGXAUMD610ZMWBYOM2F7OPM27XO W49 |enemy runs into whole team and dies alone|
3QILPRALQ6T0OJDBJXTJIDCLYUQ8NO W239 |The radiant get a kill near the base but then the Dire team appears out of nowhere. Then we see the Skywrath Mage chasing and killing Lion|
320DUZ38G8KJY8S8NXDFHJC2C71GJ2 W277 |Mooneye kills Fei Lin&#13;Sentzy kills Trying to be nice....&#13;jsf kills Yung Taro&#13;George kills Mooneye&#13;&#13;|
3OJSZ2ATDTUSYG2M5S5RAWG4V3T75A W255 |Sentzy got a double kill.|
3N8OEVH1FSOLRW03RTISUO2Q2NEOOS W153 |battle with the big winged guy and a bunch of the little brown guys|
3AUQQEL7U6RVEZHHQK2VZF0G0F0V0K W267 |The player did a double kill and nearly escape with low health|
3OLQQLKKNTNLEUWHH2NRHGRQZUQJEY W302 |The player was extremely low on health and escaped|
3R6BYFZZP8AEFS12THMYQ7K5MUKFX2 W295 |Sentzy gets a double kill, and some chatter is heard.|
3NPFYT4IZD2KTSXX41SG8SKHN9NXGM W385 |Green dragon and bomb sequences graphics is looking nice |
37M28K1J0RBIOHF51XL5LX1ZEG7AJB W200 skip
36TFCYNS458YTOS8O7AYTSWI3GMHX6 W29 |The streamer is about to die, but makes a lucky escape.|
3M68NM076I5YZ3MFJPD27JL4TT1R6F W406 skip
3OVHNO1VE7Z6M3NL3TFTZSXVJW7ZD8 W167 |Supposed be there soon.&#13;Red and light.|
3YOH7BII0A5XRPOLUDCDIZFPFUBVKU W380 |The red team attacked the green.  The green was able to hop the wall in the river and narrowly survive|
3NJM2BJS4X4237F1GOMGOODZOX3CPF W398 |Skywrath engages to barely escape with his life. |
3DIP6YHAPDQWUD0YQYQ0SQICKZME8W W354 |Earthshaker kills Clockwerk and gets a double kill. Gyrocopter kills Lion. Riki tries to kill Skywrath Mage but Skywrath Mage escapes with a force staff up a hill. Clockwerk buys back. Clockwerk kills earth shaker ands ends his 3x streak.|
3ON104KXQLUPSCZNZVUTXK97PIS4WU W201 |Sky barely survives. and force stuffs away to the cliff from riki and viper.|
3U8YCDAGXQE39RL04L8LTS18JL5Q01 W277 |Darou kills Anc&#13;Darou kills wake up Neo&#13;Darou finishes Anc's kill strea.|
34X6J5FLPUWABXMMQTIRBXG4IUJJQ9 W153 |Battle and kills with the little green monsters|
308XBLVESJ245F3AFGUAIZ7W6CRRBE W102 |Invoker kills Timbersaw and Jakiro, and Chaos Knight kills Treant.|
3N1FSUEFL6YQJ6ZWI0P35WKMHM1D4C W295 |A giant meteor came down from the sky in the game.|
31T4R4OBOTEDX1B1K2SZO2MENOF7CQ W385 |graphic scenes are good to see in this and dark fighting effect is very nice |
3EF8EXOTT2TMUT255ESCAW8WBOD1JV W11 |Invoker uses a lot of spells to force Trent to move away from the trees to reveal himself. |
35DR22AR5EIJZGL99MLWPYV8KB43XL W29 |Darou kills Aric and SR kills WTS|
3OHYZ19UGD3WPS62HADATTILEOZAO5 W338 |24:48 jakiro is killed by Invoker&#13;25:16 Timbersaw gets killed by Invoker&#13;25:32 Treant Protector gets killed by Chaos Knight|
38BQUHLA9XYXRTFRED3F2KDL85QOM5 W271 |Invoker kills timbersaw then chaos knight kills treant protector.|
3NC5L260MPKRLJNASQZ27UTCB6GFOV W49 |they kill someone after he runs into the forest and runs out|
3QIYRE09Y4FIDJTQKCK433PDKME1NN W201 |Invoker combos invisible treant that moves from the trees and dies.|
31QNSG6A5SRBLYLO3QCUMGQVYF278T W398 |Treeant attempts to escape to only be aoe'd down by the Dire.|
3O6CYIULEEZO9AT2E1LBAO71OXLUWG W137 |Timbersaw got stuck in the middle of the dire team's base and was killed by Invoker. Treant was chased out of the dire base and ran into the top trees to hide but got caught and killed the chaos knight when he came out.|
3XXU1SWE8NTBMBEJFPBZ3SM3GPG0AA W239 |The radiant get a kill near the top tower and then chase a treant protector through the woods. One of the Radiant team is joking that he'll never give up.|
323Q6SJS8JEHT21NOD4CNLWBY0ZHF1 W277 |the first person Player got killed.|
3AAJC4I4FHQJPPNDDP142QS8NX9ZJO W286 |The character playing the game was killed.|
3634BBTX0PSHPXC7UVMXNXXQYEUIFD W244 |They switch from one game to another.in the middle of the video.|
392CY0QWG2P7RHFIAEQEWT0Z9R34IZ W4 |the player was killed. I am not sure by what.|
3UOUJI6MTEC3YAYSO6HXC7L8WHZUXG W385 |the walking way is very nice to see and also firing is very best graphics work had been done|
3MAOD8E57R8Q3KEJR55BYCTEOL9NXK W295 |Not exactly DOTA 2, but some friendly fire shooting in GMOD is happening! XD|
3FQ5JJ512MMKJKFCSMQM8ILCTEHNKN W11 skip
3U8YCDAGXQE39RL04L8LTS18KW00QT W29 |The streamer is playing a shooter game on the side as he waits for his DOTA2 game to start.|
34S9DKFK74NF3P4TW1RDHQ0NR6HNYZ W391 |Your instructions are vague at best. And I find NOTHING interesting nor funny about this video; quite the opposite. I find this type of 'entertainment' disgusting and destructive to the human psyche.|
34Q075JO1YBFSN1JJ6I6SRT0CSY014 W158 |The player attempted to show someone but missed. The player then moved on to a different area and ended up being killed themself |
35H6S234SBY9UGOHMI0Z4IG81BQ65U W380 |They were broadcasting a first person shooter game overtop of DOTA 2.  In the video there is lots of kills in the first person shooter game.|
3KXIR214I5E3GW1GLB5M9DTILAW429 W161 |At first he was looking around to see what seems out of place to find the team that are props in the area. All of the sudden the person somehow randomly died out of nowhere.|
3BV8HQ2ZZXZ60M0YHERGCTWUTR3A6K W395 |There were two kills. One was a plain dressed man and the other was in a trooper suit. The suited one was on the other side of a barricaded door.|
3RJSC4XJ11SEG522KTKIVH6HOBL50F W313 |No Dota2 Video, but a Half-Life 2 Multiplayer Mod.|
3Z3ZLGNNSJSZQJKXN8Q4VQZFNJ2Q3I W398 |Player waits to shoot someone then is killed while looking through a wall.|
3II4UPYCOK5X8BMUGXWG8ZLRDB1DQ6 W102 |Chaos Knight killed Windranger, Invoker killed Treant and the dire side dewarded. |
3IO1LGZLKAVSHY7JKG72G2QZ2JT86Z W118 |Highlight kill: Darou killed WTS &#13;Interesting: Top1.Sochi's killing streak. The enemy team was looking to turn things around.|
3WRFBPLXRBMENM757GYNRW4AHO2N3A W20 |Looks like basic jungling leading into a teamfight ending with a player kill. |
3EFE17QCRD3QX769UX4BUKFQNUYSH8 W385 |Red and blue color in dark view is mainly looking very attractive in this video |
3X1FV8S5JYPSP3S24MRYK7NW80LVGS W326 |they won the battle with great power|
3Y9N9SS8LZ951AGSIMKKVRSG4TOD3P W29 |Darou killed WTS and WTS sent a sad face in chat.|
35DR22AR5EIJZGL99MLWPYV8KD23XN W381 |Bright purple circular beam kills someone and Dragon spits fire.|
3YJ6NA41JCEPBLL7QG32BSQUEGQJPC W271 |invoker killed treant protector and looks like gondar is mad|
3AAJC4I4FHQJPPNDDP142QS8OG8ZJQ W132 skip
36H9ULYP63SDK8WDCD7XZYCQCBQJFY W210 |A flaming boulder made a kill.|
369J354OFE87ADD13EJQ8F7XRL86GI W201 |Invoker and bounty kill the treant. Bounty flames treant on all chat.|
3MAOD8E57R8Q3KEJR55BYCTEP38XNU W313 |Teamwork managed to chop Trent into toothpicks at 0:03:57. Kill is awarded to Invoker.|
3LWJHTCVCDKU6V0Q73R6WZOCQ97FQG W398 |The team dewards the enemy forest, pushing up their line.|
3EWIJTFFVP5ECOVVVUDLZBCU14CE0H W137 |Treant got caught in the dire jungle by the entire dire team, and was killed by their invoker. The dire team then took out enemy wards as they walked through their jungle.|
33FOTY3KENJZMFWZVMBQNSV1LK71CG W153 |Purple and yellow glowing things shooting at each other|
3H8DHMCCWA9BX8OZ3SCJCD9IE43DK6 W277 |Top1.Sochi kills SR. This ended SRs killing Spree. &#13;Anc kills Darou. |
36PW28KO40UAD1TDNWAEOHO795SAE1 W280 skip
3EO896NRAXTN3DEE7XCMG2RR22YTJF W398 |A teamfight in the river ends up with 3 dead!|
3XC1O3LBOTKTY32EAIOZWH4J6R6LTC W65 |too much activity for the players to respond to the battle fully |
3H7Z272LX85V6B97T1FFR73MHRYLPQ W385 |fighting scenes are amazing to view|
3J2UYBXQQMAAZ92GPCUNNNKHKQB069 W30 |Player in control. Whooped the enemies tail|
3B837J3LDPU3M1KCQ2G58OHWB6GSRW W295 |Multiple champions are seen in this short skirmish right here.|
3DY46V3X3QGDBCO3HZQUCC2859S55C W29 |A teamfight happens and an enemy, Aric kills jhM and Darou for a double kill.|
3DY4FPOOA2MJET1GKXLAJB13AF5RV5 W103 |Character drops fire bomb on its enemies |
3OE22WJIGJMJPDXG2SM5IZPF0TLUQN W344 |Arc uses a chain attack. Another player (purple) chases two enemies up a hill and summons a meteor to kill them. |
3TXWC2NHN0OXI1OQWLGJH3H25W9S9W W163 |Invoker tries to lay a combo down on Outworld Devourer but Outworld dodges it with his spell allowing his team enough time to come and kill Invoker.|
32SVAV9L3G7733DGYCTI5QKAJZWA37 W92 |A yellow mana attack is being used on a player. The broadcaster is chasing him down the alleyway. The enemy flies in the sky as a result of the attack.|
3I0BTBYZAYJCITCMVVPF6E4AJEG0YD W358 |the blue man gets killed|
3XCC1ODXDM9R9L5ZYYR0DO2VTXBRQG W310 |Shadow Fiend killed Riki using three shadowrazes extremely.&#13;|
3CPLWGV3MPX02OWLOPZXI97WI0ON98 W313 |Dire team is trying to reach Roshan. Treant was burned, stuned, and levitated to death. Kill was awarded to Chaos Knight. Now Roshan is a second plane. The battle started because intentions of the Dire were revealed.&#13;Windranger managed to kill Chaos Knight. Triple kill from the radiant.&#13;&#13;Bounty earned the kills.|
3LBXNTKX0ST5EIAPQVM6GBYUJSNX9I W277 |65 kills get higher and they secure a victory with 47 kills.|
3WAKVUDHUXE9JVS16TDZI88KUKW7U2 W153 |Big fight among the big flying silver and green guys|
3483FV8BEFHHVJ5U4ZY16BDWGJH266 W365 skip
3U84XHCDIDBTM74SAIE0WO3P548Z4U W385 |Picture quality and pixels are awesome to see this|
3QY5DC2MXSIMYO77OCBB60L1SC6UFS W295 |A bunch of minions appeared out of nowhere, and then the console command for Steam came up.|
3A4TN5196LGAQQHDXBEBFFB82Z5HCD W29 |The streamer wins the game and then ques for another match.|
3K772S5NP99PNO1RT2K653BBNBWEHH W103 |as. Explosion went off and killed a lot of enemies.|
3I2PTA7R3US5MHS48EI3CCGHY1HQKE W241 |Chaos Knight uses his ultimate and then uses reality rift on an enemy radiant creep. Invoker uses tornado on Windranger, while the enemy heroes take the dire Ancient and win the game. |
3X31TUMD7YKSPJQ58Z4PQBLOFQ2L1R W398 |The Radiant win the game!|
32KTQ2V7REDUK6BLCOKX5UIWD7GM93 W33 skip
3M0BCWMB8WU9DBKWEA4G5YFDZA9BW7 W201 |Radiant team takes the throne and win.|
30IQTZXKAL4NIOMCQZ3DN0X1H8L0X6 W92 |The highlight is that the fortress gets destroyed, which means that the player won the Dota 2 game. There are a lot of small minions which are killed in this last part of the match. A console log is also being opened.|
39N5ACM9HFL0598Y44CPMYCRIFBP9S W239 |The clip shows the end of a match. Radiant wins.|
39LNWE0K4VU68F9XPKHW9XYT9NRIU3 W137 |The Obsidian destroyer killed the bounty hunter by blindly using sanity's eclipse in the area around him because he knew he was there invisible. The radiant then killed dire's ancient.|
3WJEQKOXA90BT0Z1B8FZHX5DKVF1AY W174 |fighting, explosion, smoke, gunfires|
3Q5C1WP23NZENUNKGCOI9MPRSJN155 W7 |It seems like a fun game where you run around and fight monstres. It's hard to see everything on my phone, but I would play this game because of how easy it is to click and attack.|
3LOZAJ85YEBUEYPQ5M7R6OQGDQBX2W W4 |a person subscribed. The back round music was hysterical, it was like a killing party.|
3VHP9MDGROIQCUQ72LQBCUZVLCWCFX W385 skip
3UN61F00HXN2GZM1E63XFD74WJO5RG W295 |The guy pinged for a bounty rune.|
3KIBXJ1WD6S215FOT1QZN7LHIM9OKL W202 skip
34J10VATJGWEGM2G8BXRZW146QFIQ4 W29 skip
3JW0YLFXRUE11EI7910CSCSY93FWWG W103 |He defeated a big red character, then defeated a group of enemies. Also got a subscriber|
3P59JYT76MINXHG60C6UHL5A19H2T7 W354 |Dragon Knight kills a Neutral camp and someone subscribes to his stream.|
39ASUFLU6Y5M9E16Y62S8PZ5B9SXEM W201 |Dk is mid and goes to farm jungle with qb.|
3M68NM076I5YZ3MFJPD27JL4TW66R5 W106 skip
3OF2M9AATHME09TVVA1G35SL389KZH W398 |The Dire team attempt to set up a gank on Dragon Knight but decide it's better to back off. DK then farms the jungle.|
3YZ8UPK3VUKFVCNXXALAYU0YWH2CUO W137 skip
34BBWHLWHB9J0JY2KKWXRLJQU2YIWW W153 |Bunch of different sword battles and fire|
3IX2EGZR7CHANY1M387RGNQ9F3EJRE W239 |Dragon Knight and Spirit Breaker are fighting for the mid lane. Then the DK goes to the jungle, farms, and goes back to mid lane.|
3SKEMFQBZ43ZGDS8MK13QLVH3D6K87 W277 |RRL got killed by Yakeen.|
3I2PTA7R3US5MHS48EI3CCGHXKXKQP W102 |Earthshaker killed Pudge for first blood.|
37TRT2X24RPN7RKX7BL1G8L5WVYBJ7 W398 |Io saves his friend in the nick of time and then charges in mercilessly to finish off Patchwerk before escaping.|
3AZHRG4CU5IB2QFY6AWPGK8X9V803T W267 skip
3YZ8UPK3VUKFVCNXXALAYU0YVZACUV W385 skip
3PDJHANYK6ELA98CNK18TFJY5526H1 W295 |A guy tries to take on 2 champions solo.|
3Z2R0DQ0JICL8YY9AHHZIZ59YMIE2R W30 |Looks like he was taking out the enemy. The red do lead the way. PC mouse?|
30LB5CDZND8CNJMRRHRYKLDCPZD0ZF W29 |Yakeen got first blood on RRL|
3R3YRB5GRG1R2XQZDWPJSZAAW8FUAQ W116 |Yakeen drew first blood by killing RRL|
3B1NLC6UG0UFKJV6IAIZEFYEMP1GPZ W354 |Earthshaker kills Pudge to get first blood. Sven uses one Clarity.|
3D4CH1LGEBRUSWFZ1LM2SPYZHMG9GW W201 |Earthshaker kills the low hp pudge.|
3EF8EXOTT2TMUT255ESCAW8WB4F1JT W153 |Fighting and a bunch of light striking from the sky|
3I0BTBYZAYJCITCMVVPF6E4AJHLY0M W137 |With the radiant Io linked to his dying earthshaker, he kept him alive against the sven who was chasing him near the tier 1 tower top. The dire pudge who was waiting for a  gank possiblity was at very low health and ran back across the lane away from the chasing Io. Rubick saved the pudge, but couldn't save him from the earthshaker, who just barely got in range to use his fissure and finish off pudge.|
3TXWC2NHN0OXI1OQWLGJH3H250NS9I W239 |Earthshaker kills Pudge in top lane. He and Io push the lane and have contact with Rubik and Sven.|
3VBEN272MLXCXBBYARMT9K3P8QHGSL W277 |Bulba is my only friend kills idc mmr&#13;Bulba is my only friend kills Recovery&#13;Recovery kills Bulba is my only friend|
3SKEMFQBZ43ZGDS8MK13QLVH3EC8K3 W102 skip
3TXMY6UCAFMN3JGGG115OT39SE5CQR W385 |sound quality and pixels needs to be increased a little more in this |
3MRNMEIQW64MHE6HOSOKRDMX38WLDD W295 |A guy said "Destroy the enemy tower" as one of his own team's towers got destroyed.|
32ZKVD547GLCMDI84QTE014G019B3Y W329 skip
30JNVC0ORAIEKRRW2TF6ZK0P67PHQN W106 skip
3EWIJTFFVP5ECOVVVUDLZBCU1TFE0Y W29 |Yakeen takes down an allied tower.|
3SNLUL3WO5L8YGH3ANE91DQLQL5UL1 W177 skip
3SKEMFQBZ43ZGDS8MK13QLVH4WE8K6 W67 skip
3DBQWDE4Y7WH11U9LZMG6T2UW1IN5O W293 |Rubick contests Roshan by ganking Clockwork in the roshan pit, off-screen Sven gets a double kill on Earthshaker and Spirit Breaker. Dragon Knight attempts to push in Dire's T2 top tower and Blink-initiates onto a Rubick that came to defend, dire Earthshaker attempts to Fissure block Dragon Knight from killing Rubick, Dragon Knight kills Rubick, radiant Clockwork joins the fight and is charged by dire's Spirit Breaker, Earthshaker Blinks in with an Echo Slam, Queen of Pain joins the fight and kills Dragon Knight, Silencer joins the fight and ends the exchange by killing Clockwork, Dire ends the fight losing only Rubick in exchange for killing 3 radiant heroes.|
378XPAWRUDBMT6VZJF059WMZ2JDAIV W398 |Antimage pushes down the enemy tower.|
3GLB5JMZFYT6VMSGD1R4ELHP89ZDGP W137 |Anti-Mage killed the bottom tower, nyx got a bounty rune, clockwerk got a different bounty rune, and silencer got an invisibility rune.|
386CSBG1O0KYN27F6AO22TBZXAPQ69 W153 |Big battle around the glowing blue spinning mountain|
3CTOC39K38O05FH7UU9LB6Z9ERLJ7G W239 |The Anti-mage destroys the Radiant first bottom tower. Then we see the Dragon Knight respawn ant teleport to the first top tower and farm. Then there's a Clockwerk vs Rubik encounter at the Roshan pit, but the latter teleports out of the fight.|
32SCWG5HII2DNQ606X9D2OLPRSB6PX W40 |Neutral Creep kills yakeen&#13;Recovery kill HAO&#13;|
3DIP6YHAPDQWUD0YQYQ0SQICJHWE85 W365 skip
3R08VXYT7DTMBZH61TS00WTHF1Y7WU W225 |it look like he died when he was trying to attack somthing and he had other creatures following him|
3EQHHY4HQTQBR9DNYV9LG9TXU7WG58 W398 |Pudge gathers strength with another hook kill. |
3P4RDNWND64XUZY3DLDI2VPIRO0JIC W385 |blue dragon and firing effects is very nice |
3JWH6J9I9TBJQHBIM9DT9F2M6J2NBV W106 |Pudge hooks the enemy Queen of Pain out of his alliy's Black Hole, allowing her to hilariously blink away.|
3FPRZHYEPZ5RVRGE97KE1DYN4VR3V3 W11 |Enigma blinks on the QoP and uses black hole on her. Pudge then hooks QoP out of the blackhole. QoP blinks away. Team gets upset. |
3PIWWX1FJK4TPAI9V3YIEW4I569JJF W295 |Minions are shown trying to hit a tower from the green team.|
39O5D9O87UQVWIAEIQP9BLAYJTC3CF W29 |BRAVE THE OCEAN took the Tower. Recovery got the Haste rune.|
37M28K1J0RBIOHF51XL5LX1ZFTNAJI W79 |The streamer got absolutely destroyed.|
3DEL4X4EL7JKFJIXY7EMFSRLTKSYXV W213 |detesting fighting, it was hard for me to watch this video; it seemed repetitious and quite frankly  boring with nothing funny or interesting in it.  sorry.|
3Z7ISHFUH1TU58RUML4DD0JU85UZ8M W354 |Enigma stuns Queen of Pain with black hole, and Enigmas ally, Pudge messes up, and hooks her out so she escapes. Sven then buys back.|
3F0BG9B9MQLQ04C6GUAOLTEXRSZ7YX W163 |Enigma begins an ultimate on Queen of Pain but his teammate Pudge hooks the Queen of Pain out and he escapes by blinking out afterwords.|
39U1BHVTDMPCIZCP4CKZ0VA27ODT37 W201 |Enigma black holes qop, but pudge (enigmas ally) gets her out with the hook.|
37M28K1J0RBIOHF51XL5LX1ZFXEAJH W38 skip
3Y4W8Q93L0IPDJIB2WQQEMKZU2SDVA W362 |Killed Two And More Its so Funny And Enjoy So much|
3VHP9MDGROIQCUQ72LQBCUZVL82CFV W153 |Big explosion and battle with little brown Ork dudes|
3L4PIM1GQUE0INWLP88UQA5XRK0RYI W146 skip
3OUYGIZWR8WI9FKL48TWTNBYEQ80PB W398 |Clockwerk uses his bought items to clear creeps and gain more gold. |
37W3JXSD6765QJD7O2I0D9DEJ11WYG W21 |The player is listening to Eminem while grinding levels off NPC's around the map.|
3KXIR214I5E3GW1GLB5M9DTIKT524H W348 |the combat starts with the Eminem's song"till I collapse" with some kills around the map near a river. we can hear some other members that are playing with microphone for better instruction in the game. at 30:04 there is a really little charachter that destroy more big enemy monsters in easy way (we can hear the happiness of the player)|
3XXU1SWE8NTBMBEJFPBZ3SM3F7NA0Q W295 |the TUTURU sound was heard as a donation alert for the streamer.|
3C2NJ6JBKBFP24BM3GKI8MZIBC82NO W385 skip
3TYCR1GOTDHPKFBDGADHI550SRLLZU W387 RESERCHING
374TNBHA8CT06MHLCTJULKVSW4UQYP W11 skip
3WZ36BJEV4EHLUG2J5Z5IE8EV7UTBK W29 |The streamer gets 2 donations in a row and responds to them.|
3DIP6YHAPDQWUD0YQYQ0SQICKSCE88 W103 |A few kills. Listening to eminem |
3D8YOU6S9FIQFVEWNJ87CU8O0SC6U5 W403 |This loeoks like a cool game, it&#8217;s first and person with medieval weapons. It&#8217;s got sentry towers to avoid and groups of bad guys to chop down|
3ZAK8W07I5CV1KSHLUSQ3TYXNP10U9 W163 |Spirit Breaker charges Storm Spirit but his teleport finishes just before Spirit Breaker lands the charge.|
36H9ULYP63SDK8WDCD7XZYCQCCSJF2 W201 |Donator writes a message "rip my best friend".|
